encabezado,clase
Coronavirus obliga a chinos a quedarse en casa y ¿divertirse con videojuegos porno?,1
"Dan positivo a Covid-19, 10 funcionarios públicos del Gobierno de la CDMX",0
¿Cielo azul en China? Baja la contaminación tras el coronavirus,1
Hidalgo cuenta con capacidad hospitalaria para atender cuarta ola de covid,0
Bolsas mortuorias y su masiva producción por la pandemia,1
Alerta máxima en Europa por segunda ola de Covid,1
"Puebla habilita un ""reclusorio covid"" para presos contagiados",1
Covid-19 enferma ventas de autos,1
Protestan en Bruselas contra medidas para evitar la propagación del covid-19,0
Aumenta alarma por coronavirus en Japón y Corea del Sur,1
China 'lava' dinero para evitar contagios de coronavirus,1
¡Cirque du Soleil se declara en quiebra debido a la pandemia!,1
Crecen 4% los contagios por Semana Santa,1
De la fiesta a la tragedia: 7 muertos y 177 infectados por coronavirus en casamiento en EU,1
Temas de la conferencia de salud sobre el coronavirus en México del 21 de junio,0
Coronavirus: la psicología detrás de las compras nerviosas por el brote de covid-19,0
China reporta otras 27 muertes por coronavirus,0
China envía casi 600 médicos a Wuhan para apoyar contra el coronavirus,0
Moderna anuncia que su vacuna contra covid-19 es eficaz en un 94.5%,0
El museo del Louvre cierra este domingo por precaución ante el coronavirus,0
Secretaría de Salud lanzará campaña contra coronavirus,0
Italia reabre playas con ayuda de app para evitar aglomeraciones por Covid-19,0
Alerta en EU: Aumenta depresión e intento de suicidio en adolescentes,1
Reportan primera muerte en Gaza por Covid-19,0
México suma 77 mil 646 muertes por coronavirus,0
Miedo al coronavirus afecta a mujeres embarazadas en China,1
Uruguay refuerza medidas contra covid-19 ante vertiginoso ascenso de contagios,1
OMS reúne a 400 expertos para estudiar coronavirus,0
"Virus del Ébola, ¿por qué es tan preocupante esta epidemia?",1
Este viernes se aplicarán primeras dosis contra covid a rezagados en Gómez Palacio,0
Sube a 107 los muertos por coronavirus en Italia; cierran escuelas por epidemia,1
"Por sospecha de coronavirus, niegan a crucero permiso para atracar en Cozumel",0
Gobernadores del Noreste pactan creación de protocolos por coronavirus,0
¡Diagnóstico exprés! UNAM desarrolla nariz electrónica para olfatear enfermedades,1
"Quinta ola de Covid en México no sería sorpresa, pero es temprano para predecirla: López-Gatell",0
Coronavirus en NL... ¿halla huésped entre empresarios?,1
"Por covid-19, declaran toque de queda voluntario en Mulegé, BCS",0
En el mundo hay 87 mil 137 casos confirmados de coronavirus: OMS,0
Van 47 muertos en España por coronavirus; registran más de 2 mil contagios,1
Espero un milagro: Liu Yifei sobre el coronavirus que pone en juego el estreno de ‘Mulán’,1
Querétaro no tiene ni camas ni personal médico suficientes para enfrentar tercera ola de Covid-19,0
Reino Unido es el primer país en aprobar vacuna de AstraZeneca,0
Últimas noticias sobre el avance del coronavirus en Hidalgo el 12 de julio,0
Dan de alta a hombre que tenía coronavirus en Sinaloa,0
"IMSS autoriza el ""Permiso Covid"" con pruebas rápidas de antígeno",0
LG se retira del MWC por coronavirus,0
Reina Isabel da positivo a Covid-19; presenta síntomas leves,0
Manuel de la O llama a cuidarse de picaduras de mosquitos para evitar dengue y zika,0
Cruce entre México y EU se dificulta y reduce por el coronavirus,0
SSa lanza estrategia contra el Dengue,0
Torreón ocupa el primer lugar en casos de VIH en Coahuila; 90 por ciento son hombres,0
"Recuento. Las pandemias más letales, ¿el Covid-19 se sumará a la lista?",1
La OMS alerta sobre la magnitud de la pandemia en México,1
Francia se prepara para nuevas medidas contra el coronavirus,0
"Alerta sanitaria máxima por vapeadores, contienen carcinógenos y sustancias tóxicas",1
Casos de Covid-19 bajan en el mundo por segunda semana consecutiva: OMS,0
"Otra vez, se rompen récord de contagios",1
Piden también sana distancia ante riesgos de dengue y chikungunya,1
"Buscan reducir en CDMX diabetes, obesidad e hipertensión con programa de salud",0
Viruela del mono: en qué se diferencia de la devastadora viruela humana,1
Casos de VIH en Latinoamérica registran aumento de 21% en la última década,0
Beijing suspende autobuses para evitar propagación de coronavirus,0
De la ficción a la realidad: libros que predijeron el coronavirus,1
Caos prevalece en AICM: suman 7 vuelos cancelados hoy por Covid-19,1
Nace el primer bebé infectado por coronavirus en Wuhan,1
"Casos de Covid-19 en Yucatán, Quintana Roo y Tabasco al 1 de mayo",0
"La epidemia debe ser vista como un desastre, considera experto de la UNAM",1
"En el día pico de la pandemia de coronavirus, calles vacías en centro de la CDMX",1
"Covid-19 puede generar daños en vasos sanguíneos del cerebro, revela estudio",1
"¡Hay esperanza! Según estudio, los rayos solares podrían matar rápidamente el Covid-19",1
Durango en alerta ante declaración de pandemia por coronavirus,1
Estado emocional puede generar mayor riesgo de infección de covid-19: expertos,1
Suman 4 muertos por ébola en el Congo; la población se opone a las medidas sanitarias,1
"Con 100 casos, alertan que brote de viruela del mono en Europa es el más grande en la región",1
"Ante síntomas, piense que tiene Covid y vaya de inmediato a un centro de salud: López-Gatell",0
Primeras dosis de vacunas llegan a Chile y Argentina,0
OMS prevé que la vacuna contra el coronavirus estará disponible en 2021,0
Xavi Hernández da positivo a coronavirus,0
Coronavirus: instalan filtros de salud en penales de NL,0
¡OJO! Venden pruebas falsas de Covid-19 en Facebook,1
Guanajuatenses aislados en Tianjin anhelan regreso ante Coronavirus,1
¿El Covid podría causar infertilidad en hombres?,1
El miedo a convivir con covid-19: así luchan desde el hospital contra el virus,1
Peso sube ‘animado’ por posible tratamiento contra el coronavirus,1
Pide Congreso información sobre plan contra coronavirus,0
Coronavirus ha mutado a una cepa más agresiva: científicos,1
UAQ tramita patentes de pruebas de detección de coronavirus y de anticuerpos,0
Coronavirus: las Pymes están en riesgo debido a la pandemia,1
Edomex cuenta con 800 camas disponibles para atender Covid-19,0
Enfermeras sufren de ansiedad y depresión a un año de la pandemia,1
Católicos vivirán la Semana Santa de manera virtual por Covid-19,0
Naomi Campbell sorprende con atuendo contra el coronavirus,1
"Sedeco pide no caer en alarmismo por Covid-19; ""CDMX no está en crisis"", dice",1
"“Cariño, no podré verte por algún tiempo”: Covid-19 también separa a abuelitos",1
"Por Covid, 30 veces más muertos que por desastres",1
Van 700 mexicanos fallecidos en NY por Covid-19,0
"Recibirá Guanajuato 5 mil vacunas antiCovid en enero; Sinhue, cerca del alta",0
¡Alarma en el Real Madrid! Los merengues suman seis contagios de covid-19,1
Así han bajado los precios de los vuelos por el coronavirus,0
Llama Sheinbaum a no bajar la guardia contra el Covid-19,0
Por coronavirus Hidalgo implementa protocolo,0
Taiwán eleva el nivel de alerta por Covid,1
Así luchan en China para entregar comida en ciudades aisladas por coronavirus,1
Aislamiento por coronavirus podría desatar trastornos mentales: especialista,1
"Casos de Covid-19 en México, estado por estado al 07 de junio",0
"Fallece por Covid, Úrsula Mojica Obrador, prima del presidente AMLO",0
América Latina: suben casos de dengue,0
"Infectados, 21 pasajeros de crucero varado",1
Municipios aseguran estar alerta por coronavirus,1
Farmacéutica somete a pruebas posible vacuna contra coronavirus; acciones suben,0
Reportan tercera muerte en España por coronavirus,0
Sheinbaum precisa que aún falta tiempo para vacunar contra el Covid-19 en los Centros de Salud,0
Alcalde de Coyoacán da positivo a coronavirus,0
El virus viral,1
Guatemala descarta cierre de economía por segunda ola de casos de covid-19,0
"Conoce algunos riesgos del gel antibacterial ""hecho en casa""",1
Aún no es necesario cancelar eventos masivos por coronavirus: UNAM,0
Supermercados de Italia se quedan vacíos tras compras de pánico por coronavirus,1
EU advierte que vacuna para coronavirus estará dentro de un año,1
"Alcalde de Manaos teme ""genocidio"" de los indios en Amazonas por el Covid-19",1
Tamaulipas activa fase preventiva por coronavirus,0
Covid-19 retrasa atención de pacientes con cáncer,0
Sheinbaum presenta plan de reactivación económica de CdMx por coronavirus,0
Hoteles ofrecen cuartos a médicos,0
Investigadores chinos hallan coronavirus en semen de hombres infectados,1
Canadá aprueba el uso de la vacuna de Moderna contra el Covid-19,0
"Personas que tienen más riesgo de padecer Long Covid, según estudio",1
Entregan primeros concentradores de oxígeno a pacientes con covid-19,0
Menores de 14 años en SLP recibirán su primera vacuna anticovid: gobierno estatal,0
Cierran bares en Oaxaca por no seguir medidas ante covid-19; dueños protestan,0
¡Ejercítate! Estudio vincula la inactividad física a un mayor riesgo de morir por covid-19,1
Detectan en México primer caso de subvariante ómicron BA.2 de covid-19,0
Compras de pánico por coronavirus empujadas por miedo y especulación comercial: SSa,1
China identifica camarones con coronavirus; suspende importación,0
Brasil investiga dos casos sospechosos de viruela del mono,0
Exceso de luz artificial aumenta el riesgo de padecer cáncer,1
"En aumento, casos de depresión en Hidalgo",0
Repuntan contagios en Coahuila; Torreón registra el día con más muertes por covid-19,1
"En últimas 24 horas, registra Puebla 123 casos de coronavirus",0
Asciende Oaxaca a 117 positivos a COVID-19: Servicio de Salud,0
Oaxaca cancela festejos de Día de Muertos por alza en casos de covid-19,0
Refuerzan medidas sanitarias en la SSC de la Ciudad de México,0
Trump promulga nuevo paquete para apoyar economía de EU ante Covid-19,0
Embajada de Estados Unidos en México emite alerta de salud por coronavirus,0
Homicidios y muertos por covid-19: el descontrol,1
Chile inicia la vacunación contra covid-19 en menores de 60 años,0
"Nueva York pone en cuarentena localidad de New Rochelle, foco del coronavirus",1
Anuncia López-Gatell un año de atención médica a quienes participen en ensayos de vacuna Patria,0
"En Beijing, más de mil 700 trabajadores de salud se han infectado de coronavirus",1
Registran segunda muerte por coronavirus fuera de China,0
"Aunque coronavirus se convierta en emergencia de salud, AMLO no cancelará “mañaneras”",1
"Por Covid-19, CURP se tramitará por correo electrónico",0
"En riesgo, 1.1 millones de diabéticos por pandemia",1
No dejes que el coronavirus incendie a los demás: lanzan campaña para evitar contagio,1
OMS alerta a seis países africanos por infecciones de ébola tras brote en Guinea,1
Alerta roja en México por compra tardía de medicinas,1
"En el peor escenario por coronavirus, escasez de medicina",1
Asegura IMSS que médico que murió por covid-19 no fue rechazado,0
"“Atrapados en Egipto”, la historia de los mexicanos varados por culpa del Covid-19",1
Descartan coronavirus en mujer china que viaja en crucero en Roma,0
"""Quédense en casa""; europeos se encierran de nuevo frente a la pandemia de Covid",1
Argentina entra en confinamiento estricto por ola de Covid-19,1
"OMS estudia comportamiento de Mu, la nueva variante Covid detectada en 39 países",0
Ecatepec se declara en alerta máxima por covid y operará como en semáforo rojo,1
Enfermeras asisten gratis a adultos mayores en Tamaulipas ante emergencia por Covid-19,1
Detectan 65 nuevos casos de coronavirus en crucero de Japón,0
Kamala Harris da negativo a prueba de covid-19 tras contacto con funcionario asintomático,0
"Esperanza de vida, ¿víctima de la pandemia?",1
Avanza en la UNAM vacuna contra SARS-CoV-2,0
Coronavirus genera temor en Europa y paraliza a Italia,1
Zona sur de Tehuacán es vigilada para evitar proliferación de dengue,0
CDMX seguirá en semáforo naranja por Covid-19 pese a incremento de hospitalizaciones,0
Reconvierten hospital en Monterrey por Covid-19,0
¿En dónde conseguir las vacunas para rubéola y sarampión en CDMX?,0
Someten y detienen a extranjeros por miedo al Coronavirus,1
Capacitan a personal médico en Hidalgo por coronavirus,0
Onefa contempla posponer temporada por rebrote de covid-19,0
Situación crítica en Hong Kong por aumento de casos por Covid-19,1
"Funeral causa más de 60 contagios por coronavirus, el mayor foco de la epidemia en España",1
“Por cubrebocas nos creían infectadas”: mexicana en Italia,1
Refuerza IMSS por Covid-19 acciones en enfermedades crónicas y embarazadas,0
Hoteles de Polanco mandan emotivo mensaje ante crisis de Covid-19,1
"Casos de Covid-19 en Yucatán, Quintana Roo, Campeche y Tabasco al 24 de mayo",0
Se duplican contagios Covid en menores de 25 años en la CDMX,1
Rebasa Jalisco los 41 mil casos positivos de covid-19,0
Regreso a la normalidad comenzaría el 1 de junio,0
Frenética actividad en crematorios en Alemania: incineran a 60 cadáveres al día por el Covid,1
¿Los Simpson predijeron el brote del nuevo coronavirus?,1
La crisis que se vive con el Covid-19 ha pegado a la economía: Testimonio,1
El nuevo coronavirus amenaza con crear un caos en el deporte mundial,1
Coronavirus. Lagunera narra estudiar en Estados Unidos con alerta de pandemia,1
Hombre incumple normas antiCovid y ponen a miles en cuarentena en Beijing,1
EU aprueba tercera dosis de vacuna Covid-19 para mayores de 18 años,0
"""Fármaco aumenta riesgo de morir""",1
"""Contagia"" el coronavirus a los memes",1
Reino Unido anuncia reapertura condicionada,0
Suman 34 mil 576 mexiquenses en resguardo domiciliario por covid-19,0
Periodo de incubación del coronavirus podría ser de 24 días,0
Riesgo de pandemia se volvió muy real: OMS,1
Se han vacunado a 28 millones de personas contra el Covid-19 en 46 países,0
Covid-19 afecta a niños en Sinaloa; suman 254 contagios,1
"Hidalgo, sin casos de zika y chikungunya en el primer trimestre del año",0
"Juventus vs Inter de Milán, aplazado por coronavirus",0
Llaman a concientizar y detectar oportunamente el mieloma múltiple en el marco del día mundial,0
"La vacuna rusa Sputnik V muestra eficacia del 97.6%, según su fabricante",0
"Examen de sangre de rutina revelaría riesgo de muerte por covid-19, según estudio",1
Se analiza abrir escuelas en estados con condiciones ante Covid-19: AMLO,0
Cáncer infantil: la amenaza de un monstruo silencioso,1
Bimbo no subirá los precios de sus productos por coronavirus,0
"En América Latina, más de 40% de pacientes con VIH/Sida no cuenta con tratamiento: OPS",0
Fue una experiencia tétrica: paciente recuperado de covid-19,1
Confinamiento apaga dos de los motores de la economía mexicana,1
Suspenden saludo de la paz en iglesias por coronavirus,0
Confirman caso de coronavirus en Chiapas; suman 5 en México,0
Por coronavirus la semana de la moda mexicana cambia a digital,0
Tom Hanks y Rita Wilson dan positivo a coronavirus,0
"Faltan protocolos de actuación e información sobre epidemias, coinciden especialistas",0
Ahora tienes coronavirus: detienen a hombre por escupir en cara de niño,1
Reportan primera muerte por misterioso brote de neumonía en China,1
ONU cancelará reuniones no oficiales en Nueva York por coronavirus,0
Fallece por coronavirus jefe de asesores de presidencia municipal de Cancún,0
Muere otro hombre por brote de neumonía en China,0
Éstas son las medidas a aplicar en México por coronavirus,0
Farmacéutica AstraZeneca reanuda ensayos de vacuna contra Covid-19 en GB,0
Investigadores en Yucatán desarrollan método para el control del dengue,0
Adelantan campaña de vacunación contra influenza,0
Mapa en tiempo real muestra cómo se propaga el coronavirus por el mundo,0
"Bolsonaro, bajo vigilancia médica tras caso de coronavirus en su gabinete",0
Coronavirus de Wuhan: cómo se compara con el SARS y qué puede aprender China de la mortífera epidemia de hace 17 años,1
Niegan que se vaya a impedir el ingreso de familiares a reclusorios por Covid-19,0
Lilly Téllez pide ayuda para traer de China a “estudiantes de Sonora desesperados” por coronavirus,1
SEP suspende actos deportivos y cívicos en planteles por coronavirus,0
"Comorbilidades son más letales incluso que el Covid-19, alerta experto",1
F1 pospone oficialmente el Gran Premio de China por Coronavirus,0
"En Reino Unido, persona muere por fiebre de Lassa",0
Suman 170 muertos y 7 mil infectados por coronavirus en China,1
AMLO alerta sobre posible caso de coronavirus en Tamaulipas,1
"Ante contingencia por coronavirus, piden evitar desperdicio de agua",0
En estos municipios de Edomex se aplicará segunda dosis antiCovid para jóvenes de 18 a 29 años,0
En Guanajuato se han detectado 157 casos de dengue,0
Inglaterra reporta un caso de rara infección de viruela del mono,1
"España declara ""estado de alarma"" ante rápido avance del brote de coronavirus",0
Universidad Autónoma de Querétaro alerta sobre secuelas de covid-19,1
"Claudia Sheinbaum, piden a vacacionistas acudir a realizarse la prueba de COVID19",0
Últimas noticias del Covid-19 en Edomex hoy 28 de marzo,0
Preocupación por Covid-19 en puente grande,1
Secuencian genoma de coronavirus detectado en paciente brasileño,0
Ordenan a mujer regresar a cuarentena por coronavirus en Rusia,1
Tamaulipas refuerza operativos sanitarios en Puentes Internacionales por Covid,0
Alertan especialistas sobre graves secuelas neuropsicológicas en niños recuperados de Covid,1
Alemania prolonga hasta el 31 de enero las restricciones contra el coronavirus,0
Arranca esta semana vacunación contra Covid-19 en menores de 15 a 17 años sin comorbilidades,0
La “gran gripe rusa”: la pandemia cuyo origen sigue siendo un misterio,1
La pandemia: otro golpe bajo a los voceadores,1
Coronavirus en Puebla. Noticias de última hora: 10 de mayo,0
Confirman primer caso de reinfección por Covid-19 en Puebla,0
"Coronavirus tiene en jaque a cadenas de valor, alerta el BID",1
Congo confirma nuevo caso de ébola; las autoridades buscan descartar un rebrote,0
Las pandemias más letales que han azotado a la humanidad en los últimos siglos,1
México rebasa las 250 mil muertes por Covid-19,0
Suman 20 infectados por coronavirus en crucero de Japón,1
India extiende confinamiento contra coronavirus hasta el 31 de mayo,1
No hay un solo hospitalizado por coronavirus en México: Salud,0
Admite papá de Yolanda que su hija pudo padecer un cuadro de depresión,0
Hong Kong anuncia primer caso del nuevo coronavirus,0
Antiviral contra el Covid-19 anima al mundo y al mercado bursátil,1
Así vive una mexicana la cuarentena por el coronavirus en Wuhan,1
¿Qué es una emergencia nacional y por qué se declara?,0
ONU alerta de crisis educativa por la pandemia,1
Chanel pospone show en China por coronavirus,0
Covid-19: Lo que dejó el confinamiento,1
"México, en emergencia ante coronavirus; hay plan B para atraer inversión: Romo",1
Trump dice que el coronavirus sorprendió al mundo,1
Moderna asegura que su vacuna es efectiva contra nuevas cepas del coronavirus,0
"En Nezahualcóyotl, 90 % de la población adulta ya está vacunada contra covid-19",0
"Por pandemia, cancelan Grito de Independencia en Oaxaca",1
Presentan plan contra dengue,0
Francia y Alemania imponen medidas más estrictas de confinamiento,1
"Detectan a ""El Bronco"" células precancerígenas en tumores extirpados, dice su esposa",0
¿Policías capitalinos infectados por Covid-19?,1
No cesan contagios por Covid: más de 18 mil en últimas 24 horas,1
La pandemia de Covid da golpe final a las librerías,1
Aparece primer caso de Sarampión en Edomex,0
Air Canada suspende vuelos a Italia por coronavirus,0
Trump ahora va por ‘muro’ contra el coronavirus,1
Sheinbaum pide uso riguroso de cubrebocas en la CDMX,0
Personal médico de Tamaulipas reciben segunda dosis de vacuna covid,0
¡Coronovirus le pega también al Ceremonia 2020 y posponen festival!,1
Coronavirus impactaría a la industria de NL por 27 mdd,0
Sheinbaum llama a capitalinos a evitar un rebrote como pasó en Europa,0
Bolsas del mundo son 'golpeadas' de nuevo por efecto del coronavirus,1
Coronavirus: naciones buscan seguro ante un segundo brote en el mundo,0
Coronavirus sobrevive tres días fuera del cuerpo humano: estudio,1
Coronavirus: el gobierno chino enfrenta crisis por pandemia,1
"Si coronavirus crece a pandemia, economía mundial presentará riesgos: Moody's",1
Piden reportar casos de dengue para aplicar cercos sanitarios en Torreón,0
Peligroso zancudo,1
Hay 20 casos positivos de covid-19 en el Ayuntamiento de Puebla: Arrubarrena,0
Dejan EU ante crisis por Covid-19,1
Vacunarán contra covid-19 a rezagados de primeras dosis en el área metropolitana,0
Reportan 7 casos confirmados de coronavirus en México,0
Comienza vacunación de segunda dosis contra Covid-19 para adultos de 30-39 años en tres alcaldías,0
ONU alerta que el coronavirus dejará en Latinoamérica 45 millones de nuevos pobres,1
El Covid-19 no tomó vacaciones; Europa ve rebrote con temor,1
Coronavirus 'revive' en pacientes dados de alta en China,1
Baja California Sur avanza al semáforo verde; reducen aforos en bares y discotecas,0
Italia contabiliza 16 mil 523 fallecidos por coronavirus,0
Detectan casos de covid-19 en asilo de Baja California Sur,0
"Coronavirus no ha llegado a México, pero 'infecta' celulares",1
Congo confirma nuevo caso de ébola en un niño de tres años,0
Modelo de 20 años pierde sus piernas tras contagiarse de Covid,1
Al menos 82 muertos tras incendio en hospital Covid en Bagdad [VIDEO],1
CDMX reorganiza red hospitalaria por Covid-19,0
"Migrantes en México viven ""aterrorizados"" por pandemia COVID-19",1
Dos mexicanos cuentan la emergencia por coronavirus desde Europa,1
Morelos ocupa el primer lugar nacional en casos de zika,0
Destinarán 100 mdp para atender emergencia del coronavirus en la CDMX,1
Crea Guanajuato página para brindar información sobre Covid-19,0
Llega a 20 el número de infectados por coronavirus en crucero japonés,1
Fallece ex mando de policía del DF por coronavirus,0
"En Sonora, exigen pruebas negativas de covid a turistas",0
Pandemia pega a Palacio Nacional; muere empleado de Presidencia por Covid-19,1
China vuelve a confinamiento tras varios rebrotes de Covid-19,1
"México logró disminuir los contagios y fallecimientos por Covid-19, asegura AMLO",1
Detienen filmación de ‘Misión Imposible 7’ en Venecia por coronavirus,0
El coronavirus incrementa la demanda global de minoristas,0
IMSS: 19 mil trabajadores recibieron atención psicológica por coronavirus,0
ONU suspende visitas de turistas en su sede en Nueva York por coronavirus,0
Comunicación en crisis ante el coronavirus,1
Coronavirus. Por qué en China han surgido las últimas grandes pandemias,1
Pelé recibe alta médica tras estudios sobre su tratamiento contra el cáncer,0
Centros de aislamiento en Cuba: antesala al Covid o un susto necesario,1
EU enviará a México 8.5 millones de dosis de vacunas contra Covid-19: Ebrard,0
Francisco celebra Miércoles de Ceniza en medio de alertas por coronavirus,1
Nuevo brote de coronavirus proveniente de China llega a Japón y Tailandia ,0
Suiza aprueba vacuna contra covid-19 de Pfizer en niños a partir de 5 años,0
¿Cuáles son las tres fases de contingencia por el coronavirus en México?,0
Suspenderá Grupo Modelo producción y venta de cerveza ante COVID-19,0
"En México 270 mil personas tienen VIH; el 60 por ciento, en tratamiento: Censida",0
Puebla alerta por contagio masivo de Covid-19 entre estudiantes tras viaje a Cancún,1
"EU y Rusia se ""enfrentan"" por conspiraciones acerca del coronavirus",1
UNAM anuncia plan de contingencia por coronavirus; desde el 23 de marzo cancela actividades masivas,0
Senado acuerda reducir actividades por coronavirus,0
Mañana inicia vacunación Covid de personas de 40 a 49 años en nueve municipios del Edomex,0
"Pese a pandemia por covid-19, EU celebra Día de Acción de Gracias",1
Cerrarán primarias y secundarias para evitar contagio de coronavirus en Japón,1
Líder chino alerta que avance del virus “se acelera”,1
¿Mutaciones del coronavirus están volviendo al virus más infeccioso?,1
Arzobispo de Morelia reporta primera muerte de sacerdote por coronavirus,0
Boris Johnson ingresa a hospital por síntomas de Covid-19,0
"Coronavirus desató ""crisis de la salud mental"" en continente americano, dice OPS",1
Confirman primer paciente con AH1N1 y Covid-19 en México,0
"El mundo, en fase peligrosa de Covid-19 por desconfinamiento: OMS",1
La inesperada respuesta de Klopp tras ser cuestionado sobre el coronavirus,1
Blindado' y de 'lejitos' con la familia: así vive un médico en tiempos de covid-19,1
Trump declara emergencia nacional por coronavirus en Estados Unidos,0
"Llegan al IMSS NL, respiradores, cubrebocas, guantes e insumos contra el Covid-19",0
Poblanos cancelan viajes a China ante alerta por coronavirus,1
Edomex confirma seis contagios de Covid-19,1
Inicia vacuna contra covid-19 en módulo permanente de Tehuacán,0
Sin reporte hasta el momento de alumnos o maestros con síntomas de Covid: Ssa,0
Hospitales se quedan sin cubrebocas tras compras masivas de pánico,1
Detectan primer caso de cepa británica de Covid-19 en Zacatecas,0
"Infectado, médico de China que investigaba brote de coronavirus",1
China cierra 2 ciudades y cancela celebración de Año Nuevo en Pekín; buscan frenar coronavirus,0
Cofepris aprueba uso de emergencia de vacuna contra Covid-19 de Janssen: Gatell,0
Insertan estimulador cerebral para tratar a mujer con depresión mayor,0
Cronología del coronavirus: ¿cuándo se reportó la primera alerta?,1
"Por Covid-19, cancelan el macrosimulacro",0
"Trump trata de calmar temor por coronavirus en EU; ""está bajo control"", dice",1
Portugal confirma cinco casos de viruela del mono; en España hay ocho sospechosos,0
Argentino da positivo por coronavirus en crucero,0
"Pandemia no cede en CDMX, pese a 349 acciones",1
"Covid-19, pesadilla en Italia",1
Aplican dosis de refuerzo contra Covid-19 a personal educativo en CDMX,0
UNAM hará pruebas a su comunidad para detectar Covid-19,0
OMS prolonga alerta de emergencia por ébola en el Congo,1
CDMX vive oleada más alta de contagios de Covid-19,1
México cerca de los 70 mil muertos por Covid-19,1
"El riesgo de volver al confinamiento es muy real, advierte OMS",1
"Se han aplicado en CDMX, 9.3 millones de dosis de vacuna anti-Covid",0
"OMS cree que es ""prematuro"" predecir el fin del Covid-19 en 2022",0
Usuarios se 'vacunan' contra coronavirus... con memes,1
SEP prevé cerrar escuelas donde se detecten casos de coronavirus,0
Verano peligroso en tiempos de coronavirus,1
Reino Unido registra primer caso humano de viruela de mono,0
Quedan seis municipios sin casos de covid-19 en Chihuahua,0
"""Pandemia amenaza supervivencia de industria de medios""",1
Secretaría de Salud reporta descenso en casos de covid-19 en 17 entidades,0
Algunos me dicen que ni durante la guerra se vio una situación parecida: latinos en cuarentena por coronavirus,1
Costa Rica firma acuerdo con AstraZeneca para adquirir 1 millón de vacunas anticovid,0
Rusia cierra su frontera con China por el brote del coronavirus de Wuhan,0
"Sin dinero y con miedo, mexicanos no quieren salir a la nueva normalidad",1
Cómo el cambio climático amenaza con aumentar la transmisión de la malaria,1
Alerta máxima,1
"""Son adictivos"": Cofepris emite una alerta sanitaria por el uso de vapeadores",1
Ecatepec es el municipio de Edomex con más contagios y muertes por Covid-19,1
Consejo Mundial de Viajes y Turismo pide coordinación para enfrentar coronavirus,0
"Coronavirus, dengue y sarampión: la peligrosa combinación en América Latina",1
Bolsa mexicana y Wall Street caen ante mayor temor por virus de China,1
"Enero del 2022, el mes con más contagios covid en Durango durante pandemia",1
Emergencia sanitaria mínimo 15 días de hospitalización,1
India supera a México y se convierte en el tercer país con más muertos por Covid-19,1
¡Cuidado! Locatel no hace llamadas sobre la vacuna de Covid-19,1
Al menos 14 estadounidenses con coronavirus tras dejar crucero en Japón,0
La UNAM recomienda cómo prevenir el contagio de coronavirus,0
IMSS busca alcanzar 90% de sobrevida en menores de edad con cáncer,0
Al menos siete personas han dado positivo a covid-19 en plantones del Zócalo,0
"Joven con coronavirus en Chiapas, en perfectas condiciones: Salud estatal",0
Emergencia global por el coronavirus,1
Al menos 366 periodistas han muerto por covid en el mundo,0
La pandemia de la soledad,1
Coronavirus: 5 efectos devastadores que la pandemia tendrá en las economías de América Latina,1
Episcopado mexicano hace recomendaciones ante Coronavirus,0
"Por sobrepoblación, 75 mil presos están en riesgo de contagiarse de coronavirus",1
Diputados buscan que exista un fondo especial para coronavirus,0
Acapulco está en jaque por el coronavirus,1
Autoridades sanitarias emiten alerta para detectar casos de viruela del mono en México,1
"Tras dar positivo a Covid, Macron tiene tos, cansancio y fiebre",0
"""Es un trabajo difícil, muy triste y desgarrador"": enfermera de Hubei sobre brote de coronavirus",1
Coronavirus en el mundo hoy 12 de Marzo: Venezuela confirma 2 primeros casos,0
Algunos países afectados por coronavirus no están dando información: OMS,0
El 1 de octubre inicia la aplicación de la vacuna contra la Influenza,0
Detectan el primer caso de coronavirus en EU,0
Uno de cada cuatro muertos por Covid-19 ha ocurrido en la CDMX,1
¿Coronavirus o influenza? Conoce los síntomas de cada uno,0
Senado de EU aprueba dar 8 mil 300 mdd para plan contra coronavirus,0
Aprendizaje acelerado de estudiantes de medicina en hospitales checos desbordados por pandemia,1
Señales de alerta de niños en el confinamiento,1
Avanza vacunación anti Covid para personas en situación de calle,0
"Por coronavirus, piden a mexicanos en China usar mascarilla y evitar zonas frías",0
Covid-19 agrava violencia de género,1
Suman 86 militares en activo fallecidos por Covid-19,0
Reino Unido ordena cerrar pubs y restaurantes en la noche para evitar covid-19,0
"Coronavirus: la catástrofe, la psicosis",1
Esposa de Pedro Sánchez da positivo a prueba de Covid-19,0
Aumenta escasez de medicamentos contra el cáncer en sur de Tamaulipas,0
"Comienza a incrementar la demanda de tanques de oxígeno, precio se mantiene",0
Refuerzan medidas vs coronavirus en Jalisco,0
AstraZeneca reanuda ensayos de vacuna contra Covid-19,0
Reyes de España dan negativo al coronavirus,0
Sin registro de casos de dengue en Guanajuato en lo que va del 2022: SSG,0
Cuba cancela reapertura económica por rebrote de casos de coronavirus,0
Crucero rechazado por temor a coronavirus llega a Cozumel; frente frío impide su atraque,1
Sector turístico mundial teme al pánico por coronavirus,1
"Pandemia de coronavirus está ""empeorando"" en el mundo, advierte la OMS",1
Descartan coronavirus en paciente de Hidalgo,0
"Depresión se acentúa en Guerrero y Tabasco, revela encuesta de Inegi",0
